profile_name,gpu_id,n_gpu_active,W_SM_KiB,blocks_per_SM,active_SM,reuse_factor,load_repeat,store_repeat,component,pair,pairing,numerator_mode,control_mode,numerator_run_id,control_run_id,run_order_distance,numerator_elapsed_s,control_elapsed_s,elapsed_ratio,numerator_net_E_J,control_net_E_J,control_power_W,control_energy_scaled_J,delta_E_J,delta_signal_fraction,denominator_column,denominator,denominator_scale,denominator_source,ncu_denominator_bytes_representative,numerator_energy_source,control_energy_source,numerator_energy_integration_method,control_energy_integration_method,numerator_nvml_total_energy_supported,control_nvml_total_energy_supported,numerator_power_semantics,control_power_semantics,numerator_power_sample_period_ms,control_power_sample_period_ms,coefficient,coefficient_unit,coefficient_pJ_per_bit,valid_component_estimate,diagnostic,source_file
rtx3090,0,1,16,16,82,1,4,1,global_l1_hit_path,global_l1_load_only_minus_clocked_empty,nearest-control,global_l1_load_only,clocked_empty,global_l1_load_only_1783470547096_r0,clocked_empty_1783470607025_r0,59929,34.674185217,33.288228699,1.0416350335288833,9682.87573863,9013.45255118,270.7699659444712,9388.727950359378,294.1477882706222,0.030378143457641876,expected_l1_bytes,253372219860600.0,1.9999992556688262,ncu_actual_exact,1074790000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,true,true,one_sec_average,one_sec_average,0,0,1.1609314881973092,pJ/byte,0.14511643602466365,True,,results/raw/rtx3090_l1_paired_30s_stability_20260708.csv
rtx3090,0,1,16,16,82,1,4,1,global_l1_hit_path,global_l1_load_only_minus_clocked_empty,nearest-control,global_l1_load_only,clocked_empty,global_l1_load_only_1783470727388_r0,clocked_empty_1783470787737_r0,60349,34.046882819,33.696579975,1.0103957981569611,9506.52411207,9132.61577981,271.0250057004487,9227.556610101981,278.96750196801804,0.02934484767296027,expected_l1_bytes,247711322426400.0,1.9999992556688262,ncu_actual_exact,1074790000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,true,true,one_sec_average,one_sec_average,0,0,1.1261798582134044,pJ/byte,0.14077248227667555,True,,results/raw/rtx3090_l1_paired_30s_stability_20260708.csv
rtx3090,0,1,16,16,82,1,4,1,global_l1_hit_path,global_l1_load_only_minus_clocked_empty,nearest-control,global_l1_load_only,clocked_empty,global_l1_load_only_1783470909486_r0,clocked_empty_1783470969593_r0,60107,34.704698654,33.466748236,1.0369904601806619,9699.08687395,8971.62385984,268.0757567653159,9303.488354983288,395.5985189667117,0.04078719204270848,expected_l1_bytes,252453790309800.0,1.9999992556688262,ncu_actual_exact,1074790000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,true,true,one_sec_average,one_sec_average,0,0,1.5670135848673568,pJ/byte,0.1958766981084196,True,,results/raw/rtx3090_l1_paired_30s_stability_20260708.csv
rtx3090,0,1,16,16,82,1,4,1,global_l1_hit_path,global_l1_load_only_minus_clocked_empty,nearest-control,global_l1_load_only,clocked_empty,global_l1_load_only_1783471090752_r0,clocked_empty_1783471150452_r0,59700,34.523070459,33.007265483,1.0459233733488376,9613.99867161,8941.02848938,270.88061851064185,9351.63067882039,262.36799278961007,0.02729020480982372,expected_l1_bytes,251304710825000.0,1.9999992556688262,ncu_actual_exact,1074790000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,true,true,one_sec_average,one_sec_average,0,0,1.0440233767536262,pJ/byte,0.13050292209420328,True,,results/raw/rtx3090_l1_paired_30s_stability_20260708.csv
rtx3090,0,1,16,16,82,1,4,1,global_l1_hit_path,global_l1_load_only_minus_clocked_empty,nearest-control,global_l1_load_only,clocked_empty,global_l1_load_only_1783471271059_r0,clocked_empty_1783471331036_r0,59977,33.964418457,33.31402909,1.0195229873049259,9503.53763162,8995.54975256,270.0228701925529,9171.16975618006,332.3678754399407,0.034973068800621385,expected_l1_bytes,247478286458600.0,1.9999992556688262,ncu_actual_exact,1074790000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,true,true,one_sec_average,one_sec_average,0,0,1.343018331814503,pJ/byte,0.16787729147681288,True,,results/raw/rtx3090_l1_paired_30s_stability_20260708.csv
rtx3090,0,1,16,16,82,1,4,1,global_l1_hit_path,global_l1_load_only_minus_clocked_empty,nearest-control,global_l1_load_only,clocked_empty,global_l1_load_only_1783471451394_r0,clocked_empty_1783471511787_r0,60393,33.848726183,33.824569677,1.000714170386517,9480.57240854,9180.42824282,271.4130092558871,9186.984632806567,293.58777573343286,0.03096730482950292,expected_l1_bytes,245862834097000.0,1.9999992556688262,ncu_actual_exact,1074790000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,true,true,one_sec_average,one_sec_average,0,0,1.19411206175881,pJ/byte,0.14926400771985124,True,,results/raw/rtx3090_l1_paired_30s_stability_20260708.csv
